Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Price
210,220,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,28,Manual transmission,2010 Mitsubishi Lancer GTS,Mitsubishi,2010 Mitsubishi Lancer,2010,168,167,13000
13,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Hyundai Veracruz GLS AWD,Hyundai,2011 Hyundai Veracruz,2011,260,257,12000
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Clubman,MINI,2012 MINI Clubman,2012,121,114,9600
190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 4-Door s Grand Touring AT,Mazda,2011 Mazda Mazda3 4-Door,2011,167,168,10900
92,17,62,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2010 Audi A5 Coupe 2.0 T,Audi,2010 Audi A5 Coupe,2010,211,258,10900
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2010 Honda Civic EX Sedan AT,Honda,2010 Honda Civic Sedan,2010,140,128,14100
133,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,14800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XFR,Jaguar,2011 Jaguar XF,2011,510,461,27300
165,233,41,Front-wheel drive,Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,29,Manual transmission,2011 Ford Fusion S,Ford,2011 Ford Fusion,2011,175,172,19600
28,64,135,Front-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 Lincoln MKS,Lincoln,2010 Lincoln MKS,2010,273,270,12800
23,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Toyota Matrix XRS AT,Toyota,2010 Toyota Matrix,2010,158,162,12800
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu 2LT,Chevrolet,2010 Chevrolet Malibu,2010,169,160,16600
94,247,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2010 BMW 335i Coup,BMW,2010 BMW 3 Series Coup,2010,300,300,22400
196,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Ford Expedition King Ranch EL 4x4,Ford,2012 Ford Expedition,2012,310,365,12300
82,207,240,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HA 2WD,GMC,2010 GMC Sierra 1500 Hybrid,2010,332,367,16400
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Limited Edition 4x2,Jeep,2011 Jeep Liberty,2011,210,235,11700
195,196,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Lexus LS 460 AWD,Lexus,2011 Lexus LS,2011,357,344,22300
135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid Platinum 4WD,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367,16000
95,253,212,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,411,434,15900
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XL,Ford,2011 Ford Ranger,2011,143,154,19100
20,83,60,All-wheel drive,Porsche 3.8L 6 Cylinder 408 hp 310 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera 4 GTS Cabriolet,Porsche,2011 Porsche 911 Cabriolet,2011,408,310,75100
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,2010 Ford Focus Sedan SE AT,Ford,2010 Ford Focus Sedan,2010,140,136,18500
221,2,52,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2010 Cadillac CTS Sport Wagon,Cadillac,2010 Cadillac CTS Sport Wagon,2010,270,223,18100
57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 GMC Acadia SLT-1 AWD,GMC,2010 GMC Acadia,2010,288,270,13800
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Luxury,Cadillac,2010 Cadillac SRX,2010,265,223,19600
212,108,135,Rear-wheel drive,Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,24,Manual transmission,2011 Chevrolet Corvette Z06 1LZ,Chevrolet,2011 Chevrolet Corvette Z06,2011,505,470,39400
191,98,13,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,19,Automatic transmission,2010 Mercury Mariner FFV,Mercury,2010 Mercury Mariner,2010,240,223,4900
7,96,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 490 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Aston Martin Virage Volante,Aston Martin,2011 Aston Martin Virage Volante,2011,490,420,89000
79,232,214,Front-wheel drive,Mazda 2.5L 4 Cylinder 157 hp 163 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Mazda Mazda5 Touring,Mazda,2012 Mazda Mazda5,2012,157,163,10500
138,78,64,Four-wheel drive,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,TRUE,5,5 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission,2010 Mercedes-Benz G55 AMG,Mercedes-AMG,2010 Mercedes-Benz G-Class,2010,500,516,13500
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 62 S,Maybach,2010 Maybach 62,2010,604,738,88000
66,123,219,Front-wheel drive,Chevrolet 2.2L 4 Cylinder 155 hp 150 ft-lbs FFV,TRUE,5,5 Speed Manual,16,E85,23,Manual transmission,2010 Chevrolet HHR Panel LS,Chevrolet,2010 Chevrolet HHR Panel,2010,155,150,19400
200,192,13,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,32,Manual transmission,2010 Kia Optima LX,Kia,2010 Kia Optima,2010,175,169,13700
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,27,Gasoline,33,Automatic transmission,2010 Honda Fit Sport AT,Honda,2010 Honda Fit,2010,117,106,14900
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Automatic,26,Gasoline,38,Automatic transmission,2012 Chevrolet Cruze 1LT AT,Chevrolet,2012 Chevrolet Cruze,2012,138,148,22300
186,85,13,Four-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,27,Automatic transmission,2012 Ford Escape XLT 4WD,Ford,2012 Ford Escape,2012,171,171,16100
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 AT,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,15600
17,240,22,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz SL65 AMG,Mercedes-AMG,2011 Mercedes-Benz SL-Class,2011,604,738,20400
244,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Nissan Frontier Crew Cab SE Long Bed  4x4,Nissan,2010 Nissan Frontier,2010,261,281,10500
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Convertible,MINI,2012 MINI Cooper Convertible,2012,121,114,10200
19,120,64,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Liberty Sport 4x2,Jeep,2011 Jeep Liberty,2011,210,235,12700
244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Frontier Crew Cab S,Nissan,2011 Nissan Frontier,2011,261,281,14300
79,207,240,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HA 4WD,GMC,2011 GMC Sierra 1500 Hybrid,2011,332,367,19000
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra Off-Road,Nissan,2010 Nissan Xterra,2010,261,281,14700
148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 GMC Terrain SLT-1 AWD,GMC,2010 GMC Terrain,2010,182,172,13100
77,60,219,All-wheel drive,Chevrolet 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2011 Chevrolet Express 1500 FFV AWD,Chevrolet,2011 Chevrolet Express,2011,310,334,16400
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,424,47000
143,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT 8-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420,13400
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Nissan 370Z Touring Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270,26200
198,52,92,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2011 Kia Sorento SX,Kia,2011 Kia Sorento,2011,276,248,13100
168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition Eddie Bauer,Ford,2010 Ford Expedition,2010,310,365,18300
210,226,59,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 300 hp 262 ft-lbs FFV,TRUE,6,6 Speed Automatic,18,Gasoline,30,Automatic transmission,2012 Chevrolet Impala LT,Chevrolet,2012 Chevrolet Impala,2012,300,262,19400
109,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Chevrolet Camaro Convertible 1SS,Chevrolet,2011 Chevrolet Camaro Convertible,2011,426,420,21500
157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Saab 9-3 Convertible Turbo4 AT,Saab,2012 Saab 9-3 Convertible,2012,220,258,10200
148,98,194,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Terrain SLT-1 264 hp AWD,GMC,2012 GMC Terrain,2012,264,222,18300
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium 4x4 FFV,Nissan,2010 Nissan Armada,2010,317,385,13700
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD Premier Plus,Volvo,2012 Volvo XC90,2012,240,236,13800
254,63,212,Front-wheel drive,Dodge 2.4L 4 Cylinder 172 HP 165 FT-LBS,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Dodge Caliber R/T Fleet,Dodge,2010 Dodge Caliber,2010,172,165,32800
208,63,92,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2011 Kia Sorento LX V6,Kia,2011 Kia Sorento,2011,276,248,14100
82,215,240,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Chevrolet Silverado 1500 Crew Cab LS,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,22700
135,213,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCab 8-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380,16100
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox 1LT AWD,Chevrolet,2012 Chevrolet Equinox,2012,182,172,15000
120,140,181,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Chevrolet Colorado Crew Cab LT2 5.3L,Chevrolet,2010 Chevrolet Colorado,2010,300,320,18200
203,134,90,All-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler 300 C AWD,Chrysler,2010 Chrysler 300,2010,360,389,16500
24,60,224,All-wheel drive,Chevrolet 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2010 Chevrolet Express LS 1500 AWD,Chevrolet,2010 Chevrolet Express,2010,310,334,19600
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Volvo C30 T5 AT,Volvo,2010 Volvo C30,2010,227,236,16700
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SL FFV,Nissan,2011 Nissan Armada,2011,317,385,12700
112,140,181,Rear-wheel drive,Chevrolet 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Chevrolet Colorado Extended Cab Work Truck AT,Chevrolet,2011 Chevrolet Colorado,2011,185,190,18000
148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 Chevrolet Equinox LS AWD,Chevrolet,2010 Chevrolet Equinox,2010,182,172,17000
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Platinum,Volvo,2012 Volvo XC60,2012,240,236,15300
244,165,102,Four-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,20,Automatic transmission,2010 Toyota Tacoma Double Cab AT,Toyota,2010 Toyota Tacoma,2010,236,266,10800
254,63,212,Front-wheel drive,Dodge 2.0L 4 Cylinder 158 hp 141  ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,31,Manual transmission,2010 Dodge Caliber SXT Fleet,Dodge,2010 Dodge Caliber,2010,158,141,16300
82,207,240,All-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 GMC Sierra 1500 Denali AWD,GMC,2011 GMC Sierra 1500,2011,403,417,11200
224,212,146,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Jeep Grand Cherokee Laredo X 70th Anniversary 5.7L 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011,360,390,20800
190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Mazda Mazda6 s Touring Plus,Mazda,2010 Mazda Mazda6,2010,272,269,13700
96,215,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2011 Chevrolet Silverado 1500 Extended Cab Work Truck 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,21000
195,62,3,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,TRUE,5,5 Speed Manual,19,Gasoline,25,Manual transmission,2011 Subaru Impreza WRX Hatchback,Subaru,2011 Subaru Impreza WRX Hatchback,2011,265,244,10000
57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 GMC Acadia SL,GMC,2010 GMC Acadia,2010,288,270,17400
109,195,123,All-wheel drive,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,TRUE,6,6 Speed Automatic,10,Gasoline,17,Automatic transmission,2010 Bentley Continental GT,Bentley,2010 Bentley Continental GT,2010,552,479,65000
36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Infiniti EX35 AWD,Infiniti,2012 Infiniti EX,2012,297,253,19300
205,58,24,Front-wheel drive,Chrysler 2.7L 6 cylinder 186 hp 191 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,E85,19,Automatic transmission,2010 Chrysler Sebring Touring Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,186,191,16900
137,200,79,Rear-wheel drive,Mercedes-AMG 5.5L 8 Cylinder 536hp 590ft-lbs Turbo,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Mercedes-Benz CL63 AMG,AMG,2011 Mercedes-Benz CL-Class,2011,536,590,42500
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris 5-Door Liftback,Toyota,2011 Toyota Yaris 5-Door Liftback,2011,106,103,11800
188,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,21,Automatic transmission,2012 Chevrolet Colorado Crew Cab 1LT 4WD,Chevrolet,2012 Chevrolet Colorado,2012,242,242,16200
95,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,11700
175,235,39,Front-wheel drive,Kia 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,34,Automatic transmission,2011 Kia Optima SX,Kia,2011 Kia Optima,2011,274,269,14700
163,10,214,All-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 GMC Yukon AWD Denali,GMC,2010 GMC Yukon,2010,403,417,14700
191,98,13,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mercury Mariner,Mercury,2011 Mercury Mariner,2011,171,171,7600
254,118,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission,2010 Nissan Versa Sedan 1.8 SL,Nissan,2010 Nissan Versa Sedan,2010,122,127,12600
143,176,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,17,Automatic transmission,2011 Toyota Tundra Double Cab 5.7L FFV 4X4,Toyota,2011 Toyota Tundra,2011,381,401,14000
242,105,13,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mercury Mariner Premier,Mercury,2011 Mercury Mariner,2011,171,171,4900
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2011 Aston Martin DB9 Volante AT,Aston Martin,2011 Aston Martin DB9 Volante,2011,470,443,106000
231,5,214,All-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Buick Enclave CX AWD,Buick,2011 Buick Enclave,2011,288,270,13300
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2010 Honda Civic EX Sedan,Honda,2010 Honda Civic Sedan,2010,140,128,10900
77,60,219,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2011 GMC Savana Passenger 1500 LS,GMC,2011 GMC Savana,2011,310,334,12500
94,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2011 BMW 328i Coup AT,BMW Motorrad,2011 BMW 3 Series Coup,2011,230,200,15000
24,172,118,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,18,Diesel fuel,25,Automatic transmission,2010 Mercedes-Benz ML350 BlueTEC,Mercedes,2010 Mercedes-Benz M-Class,2010,210,400,24700
85,215,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Chevrolet Silverado 1500 Extended Cab LT,Chevrolet,2010 Chevrolet Silverado 1500,2010,302,305,21000
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V LX,Honda,2011 Honda CR-V,2011,180,161,19400
170,37,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,28,Automatic transmission,2011 Saab 9-3 2.0T Sport Sedan AT,Saab,2011 Saab 9-3 Sport Sedan,2011,210,221,10100
152,243,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,22,Gasoline,33,Automatic transmission,2012 Honda Accord LX-S Coupe AT,Honda,2012 Honda Accord Coupe,2012,190,162,18000
177,202,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,23,Gasoline,30,Automatic transmission,2010 Volkswagen Jetta S PZEV AT,Volkswagen,2010 Volkswagen Jetta,2010,170,177,17700
